Cell_line,GENE,normZ,p-value,FDR,Treatment
293A,DLX2,0.49,0.686,1.01,AZD6738
293A,DLX3,0.86,0.805,0.993,AZD6738
293A,DLX4,-0.65,0.259,1.04,AZD6738
293A,DLX5,0.11,0.544,1.01,AZD6738
293A,DLX6,0.06,0.525,1.02,AZD6738
293A,DMAP1,0.4,0.656,1.01,AZD6738
293A,DMBT1,-0.81,0.21,1.03,AZD6738
293A,DMBX1,1.55,0.939,0.994,AZD6738
293A,DMC1,-1.22,0.11,1,AZD6738
293A,DMD,-1.58,0.0568,0.96,AZD6738
293A,DMGDH,-0.57,0.286,1.04,AZD6738
293A,DMKN,-0.17,0.431,1.03,AZD6738
293A,DMP1,0.07,0.529,1.01,AZD6738
293A,DMPK,1.36,0.913,0.992,AZD6738
293A,DMRT1,-1.03,0.152,1.03,AZD6738
293A,DMRT2,-0.39,0.348,1.04,AZD6738
293A,DMRT3,0.48,0.685,1.01,AZD6738
293A,DMRTA1,0.74,0.771,0.995,AZD6738
293A,DMRTA2,-2.46,0.00691,0.66,AZD6738
293A,DMRTB1,-0.66,0.255,1.03,AZD6738
293A,DMRTC2,0.71,0.76,0.997,AZD6738
293A,DMTF1,-0.23,0.407,1.04,AZD6738
293A,DMWD,-0.93,0.176,1.04,AZD6738
293A,DMXL1,1.9,0.971,0.996,AZD6738
293A,DMXL2,0.05,0.52,1.02,AZD6738
293A,DNA2,-4.23,0.0000119,0.03,AZD6738
293A,DNAAF1,-0.16,0.437,1.03,AZD6738
293A,DNAAF2,-1.47,0.0707,0.984,AZD6738
293A,DNAAF3,1.39,0.917,0.991,AZD6738
293A,DNAH1,-0.2,0.42,1.03,AZD6738
293A,DNAH10,1.18,0.882,0.992,AZD6738
293A,DNAH10OS,0.48,0.685,1.01,AZD6738
293A,DNAH11,0.78,0.781,0.994,AZD6738
293A,DNAH12,1.53,0.937,0.993,AZD6738
293A,DNAH14,-0.42,0.337,1.04,AZD6738
293A,DNAH17,0.63,0.736,1,AZD6738
293A,DNAH2,0.47,0.681,1.01,AZD6738
293A,DNAH3,1.29,0.901,0.993,AZD6738
293A,DNAH5,1.35,0.912,0.993,AZD6738
293A,DNAH6,-2.18,0.0145,0.772,AZD6738
293A,DNAH7,-0.78,0.218,1.03,AZD6738
293A,DNAH8,0.62,0.731,1,AZD6738
293A,DNAH9,-0.79,0.214,1.03,AZD6738
293A,DNAI1,0.28,0.61,1.01,AZD6738
293A,DNAI2,1.57,0.941,0.994,AZD6738
293A,DNAJA2,-0.16,0.436,1.03,AZD6738
293A,DNAJA3,-1.39,0.0828,1,AZD6738
293A,DNAJA4,-1.12,0.131,1.01,AZD6738
293A,DNAJB11,-0.05,0.48,1.02,AZD6738
293A,DNAJB12,0.22,0.587,1.01,AZD6738
293A,DNAJB13,0.62,0.732,1,AZD6738
293A,DNAJB14,1.49,0.932,0.992,AZD6738
293A,DNAJB2,0.21,0.583,1.01,AZD6738
293A,DNAJB5,0.69,0.753,0.998,AZD6738
293A,DNAJB6,-2.07,0.0191,0.831,AZD6738
293A,DNAJB7,0.73,0.766,0.996,AZD6738
293A,DNAJB8,-0.01,0.498,1.02,AZD6738
293A,DNAJC1,1.5,0.933,0.992,AZD6738
293A,DNAJC10,-0.21,0.419,1.03,AZD6738
293A,DNAJC11,1.01,0.844,0.994,AZD6738
293A,DNAJC12,0.67,0.749,0.998,AZD6738
293A,DNAJC13,0.63,0.737,1,AZD6738
293A,DNAJC14,-1.13,0.13,1.02,AZD6738
293A,DNAJC15,-3.1,0.000982,0.421,AZD6738
293A,DNAJC16,1.59,0.944,0.994,AZD6738
293A,DNAJC17,0.27,0.605,1.01,AZD6738
293A,DNAJC18,-0.28,0.39,1.04,AZD6738
293A,DNAJC2,0.73,0.766,0.996,AZD6738
293A,DNAJC21,0.41,0.659,1.01,AZD6738
293A,DNAJC22,-0.26,0.396,1.04,AZD6738
293A,DNAJC25,-0.24,0.406,1.04,AZD6738
293A,DNAJC27,-0.08,0.469,1.02,AZD6738
293A,DNAJC3,-0.01,0.495,1.02,AZD6738
293A,DNAJC30,0.44,0.671,1.01,AZD6738
293A,DNAJC4,-0.89,0.186,1.03,AZD6738
293A,DNAJC5,0.68,0.751,0.998,AZD6738
293A,DNAJC5B,-0.05,0.481,1.02,AZD6738
293A,DNAJC5G,0.31,0.62,1.01,AZD6738
293A,DNAJC6,-1.83,0.0334,0.916,AZD6738
293A,DNAJC7,-0.19,0.427,1.03,AZD6738
293A,DNAJC8,1.2,0.884,0.993,AZD6738
293A,DNAL1,1.06,0.856,0.993,AZD6738
293A,DNAL4,1.6,0.945,0.994,AZD6738
293A,DNALI1,-0.62,0.269,1.04,AZD6738
293A,DNASE1,0.89,0.812,0.992,AZD6738
293A,DNASE1L1,-0.44,0.329,1.04,AZD6738
293A,DNASE1L2,-1.86,0.0314,0.911,AZD6738
293A,DNASE1L3,-0.98,0.163,1.02,AZD6738
293A,DNASE2,-1.21,0.114,1.01,AZD6738
293A,DNASE2B,0.3,0.617,1.01,AZD6738
293A,DNER,2.09,0.982,0.998,AZD6738
293A,DNHD1,-0.28,0.388,1.04,AZD6738
293A,DNLZ,0.68,0.751,0.998,AZD6738
293A,DNM1,-1.22,0.112,1,AZD6738
293A,DNM1L,1.79,0.963,0.995,AZD6738
293A,DNM2,-0.94,0.173,1.04,AZD6738
293A,DNM3,0.74,0.771,0.995,AZD6738
293A,DNMBP,-0.54,0.296,1.05,AZD6738
293A,DNMT1,-0.3,0.382,1.04,AZD6738
293A,DNMT3A,-1.75,0.0402,0.933,AZD6738
293A,DNMT3B,1.48,0.931,0.992,AZD6738
293A,DNMT3L,-0.39,0.348,1.04,AZD6738
293A,DNPEP,-0.45,0.325,1.04,AZD6738
293A,DNPH1,-1.04,0.149,1.02,AZD6738
293A,DNTT,0.25,0.6,1.01,AZD6738
293A,DNTTIP1,1.54,0.938,0.993,AZD6738
293A,DNTTIP2,0.73,0.766,0.997,AZD6738
293A,DOC2A,-1.85,0.0323,0.907,AZD6738
293A,DOC2B,-0.27,0.392,1.04,AZD6738
293A,DOCK1,-0.12,0.451,1.02,AZD6738
293A,DOCK10,-0.56,0.288,1.04,AZD6738
293A,DOCK11,0.72,0.765,0.997,AZD6738
293A,DOCK2,-0.44,0.331,1.04,AZD6738
293A,DOCK3,-1.41,0.0792,1,AZD6738
293A,DOCK4,-1.09,0.138,1.01,AZD6738
293A,DOCK5,-0.7,0.242,1.03,AZD6738
293A,DOCK6,1.03,0.849,0.995,AZD6738
293A,DOCK7,0,0.5,1.02,AZD6738
293A,DOCK8,-0.95,0.17,1.04,AZD6738
293A,DOCK9,-0.62,0.268,1.04,AZD6738
293A,DOHH,-0.32,0.375,1.04,AZD6738
293A,DOK1,-2.19,0.0141,0.765,AZD6738
293A,DOK2,-0.03,0.487,1.02,AZD6738
293A,DOK3,1.81,0.965,0.995,AZD6738
293A,DOK4,-0.95,0.171,1.03,AZD6738
293A,DOK5,1.06,0.856,0.993,AZD6738
293A,DOK6,-0.54,0.295,1.05,AZD6738
293A,DOK7,0.19,0.575,1.01,AZD6738
293A,DOLK,0.6,0.726,1,AZD6738
293A,DOLPP1,-0.12,0.451,1.02,AZD6738
293A,DOPEY1,-2.37,0.00879,0.694,AZD6738
293A,DOPEY2,0.18,0.571,1.01,AZD6738
293A,DOT1L,-0.98,0.163,1.02,AZD6738
293A,DPAGT1,-1.22,0.111,1,AZD6738
293A,DPCD,0.05,0.522,1.02,AZD6738
293A,DPCR1,-0.95,0.172,1.04,AZD6738
293A,DPEP1,-0.66,0.255,1.03,AZD6738
293A,DPEP2,-0.45,0.326,1.04,AZD6738
293A,DPEP3,1.1,8.65E-01,0.993,AZD6738
293A,DPF1,0.59,0.721,1,AZD6738
293A,DPF2,-0.52,0.301,1.04,AZD6738
293A,DPF3,-1.86,0.0316,0.906,AZD6738
293A,DPH1,-1.23,0.109,1.01,AZD6738
293A,DPH2,-0.96,0.168,1.03,AZD6738
293A,DPH5,0.03,0.513,1.02,AZD6738
293A,DPM1,-0.29,0.387,1.04,AZD6738
293A,DPM2,-0.01,0.497,1.02,AZD6738
293A,DPM3,0.12,0.546,1.01,AZD6738
293A,DPP10,0.7,0.758,0.997,AZD6738
293A,DPP3,-1.48,0.0695,0.984,AZD6738
293A,DPP4,0.26,0.603,1.01,AZD6738
293A,DPP6,-1.47,0.0707,0.986,AZD6738
293A,DPP7,-0.99,0.16,1.02,AZD6738
293A,DPP8,-0.78,0.218,1.03,AZD6738
293A,DPP9,-0.88,0.19,1.03,AZD6738
293A,DPPA4,0.29,0.614,1.01,AZD6738
293A,DPT,0.43,0.668,1.01,AZD6738
293A,DPY19L1,1.24,0.892,0.992,AZD6738
293A,DPY19L3,1.98,0.976,0.996,AZD6738
293A,DPY19L4,0.42,0.662,1.01,AZD6738
293A,DPYD,-1,0.158,1.02,AZD6738
293A,DPYS,-2.95,0.00159,0.443,AZD6738
293A,DPYSL2,-0.93,0.177,1.03,AZD6738
293A,DPYSL3,0.08,0.531,1.01,AZD6738
293A,DPYSL4,-1.97,0.0246,0.854,AZD6738
293A,DPYSL5,0.19,0.577,1.01,AZD6738
293A,DQX1,0.78,0.782,0.994,AZD6738
293A,DR1,0.23,0.591,1.01,AZD6738
293A,DRAM1,-0.13,0.448,1.03,AZD6738
293A,DRAM2,0.31,0.623,1.01,AZD6738
293A,DRAP1,1.13,0.87,0.993,AZD6738
293A,DRAXIN,-0.75,0.226,1.03,AZD6738
293A,DRC1,0.46,0.676,1.01,AZD6738
293A,DRD1,0.73,0.768,0.996,AZD6738
293A,DRD2,-1.5,0.0662,0.981,AZD6738
293A,DRD3,-1.35,0.0881,1.01,AZD6738
293A,DRD4,-0.66,0.255,1.04,AZD6738
293A,DRG2,-0.87,0.192,1.03,AZD6738
293A,DRGX,-0.05,0.479,1.02,AZD6738
293A,DROSHA,-0.72,0.237,1.03,AZD6738
293A,DRP2,1.42,0.922,0.991,AZD6738
293A,DSC1,1.39,9.18E-01,9.91E-01,AZD6738
293A,DSC2,0.58,7.17E-01,1,AZD6738
293A,DSC3,0.18,0.57,1.01,AZD6738
293A,DSCAM,0.51,0.696,1.01,AZD6738
293A,DSCAML1,0.95,0.83,0.994,AZD6738
293A,DSCC1,-3.8,0.0000731,0.0919,AZD6738
293A,DSCR3,0.75,0.772,0.994,AZD6738
293A,DSCR4,0.18,0.572,1.01,AZD6738
293A,DSE,-0.72,0.234,1.03,AZD6738
293A,DSEL,-0.88,0.19,1.03,AZD6738
293A,DSG1,0.81,0.79,0.993,AZD6738
293A,DSG2,0.8,0.79,0.993,AZD6738
293A,DSG3,0.63,0.735,1,AZD6738
293A,DSG4,-0.54,0.294,1.04,AZD6738
293A,DSN1,1.07,0.858,0.993,AZD6738
293A,DSP,-0.76,0.224,1.03,AZD6738
293A,DSPP,1.02,0.846,0.994,AZD6738
293A,DST,0.73,0.768,0.996,AZD6738
293A,DSTYK,0.24,0.595,1.01,AZD6738
293A,DTD1,1.66,0.952,0.994,AZD6738
293A,DTD2,-1.74,0.0405,0.932,AZD6738
293A,DTHD1,1.01,0.843,0.994,AZD6738
293A,DTL,1.68,0.953,0.994,AZD6738
293A,DTNA,-0.59,0.278,1.04,AZD6738
293A,DTNB,0.46,0.676,1.01,AZD6738
293A,DTNBP1,-0.56,0.289,1.04,AZD6738
293A,DTWD2,-0.73,0.232,1.03,AZD6738
293A,DTX1,-0.15,0.442,1.03,AZD6738
293A,DTX2,-0.7,0.243,1.03,AZD6738
293A,DTX3,0.1,0.542,1.01,AZD6738
293A,DTX3L,0.31,0.621,1.01,AZD6738
293A,DTX4,-1.14,0.127,1.01,AZD6738
293A,DTYMK,-0.21,0.417,1.03,AZD6738
293A,DUOX1,0.11,0.542,1.01,AZD6738
293A,DUOX2,-0.06,0.474,1.02,AZD6738
293A,DUOXA1,-0.94,0.175,1.04,AZD6738
293A,DUOXA2,-0.53,0.299,1.05,AZD6738
293A,DUPD1,1.17,0.879,0.992,AZD6738
293A,DUS1L,0.86,0.804,0.993,AZD6738
293A,DUS3L,0.36,0.641,1.01,AZD6738
293A,DUS4L,0,0.499,1.02,AZD6738
293A,DUSP1,-0.4,0.344,1.04,AZD6738
293A,DUSP10,0.61,0.73,1,AZD6738
293A,DUSP11,0.2,0.577,1.01,AZD6738
293A,DUSP12,-0.08,0.468,1.02,AZD6738
293A,DUSP13,0.76,0.776,0.994,AZD6738
293A,DUSP14,-0.97,0.167,1.03,AZD6738
293A,DUSP15,-0.78,0.217,1.03,AZD6738
293A,DUSP16,1.21,0.888,0.993,AZD6738
293A,DUSP18,0.02,0.507,1.02,AZD6738
293A,DUSP19,0.25,0.597,1.01,AZD6738
293A,DUSP2,0.4,0.654,1.01,AZD6738
293A,DUSP21,1.15,0.875,0.992,AZD6738
293A,DUSP22,0.04,0.518,1.02,AZD6738
293A,DUSP23,-1.48,0.0694,0.982,AZD6738
293A,DUSP26,-0.06,0.478,1.02,AZD6738
293A,DUSP27,0.05,0.518,1.02,AZD6738
293A,DUSP28,0.61,0.728,1,AZD6738
293A,DUSP3,0.02,0.509,1.02,AZD6738
293A,DUSP4,-0.7,0.241,1.03,AZD6738
293A,DUSP5,1.03,0.848,0.994,AZD6738
293A,DUSP6,0.49,0.69,1.01,AZD6738
293A,DUSP7,-1.6,0.0553,0.961,AZD6738
293A,DUSP8,0.24,0.596,1.01,AZD6738
293A,DUSP9,1.41,0.921,0.991,AZD6738
293A,DVL1,0.25,0.598,1.01,AZD6738
293A,DVL2,0.48,0.685,1.01,AZD6738
293A,DVL3,0.39,0.651,1.01,AZD6738
293A,DYDC1,0.61,0.731,1,AZD6738
293A,DYDC2,-1.07,0.143,1.01,AZD6738
293A,DYM,1.52,0.936,0.993,AZD6738
293A,DYNAP,0.76,0.776,0.994,AZD6738
293A,DYNC1H1,1.03,0.848,0.994,AZD6738
293A,DYNC1I1,0.02,0.51,1.02,AZD6738
293A,DYNC1I2,-0.69,0.247,1.03,AZD6738
293A,DYNC1LI1,1.24,0.892,0.993,AZD6738
293A,DYNC1LI2,-1.24,0.108,1.01,AZD6738
293A,DYNC2H1,-1.01,0.157,1.02,AZD6738
293A,DYNC2LI1,-0.75,0.225,1.03,AZD6738
293A,DYNLL2,-0.42,0.338,1.04,AZD6738
293A,DYNLRB1,1.61,0.946,0.995,AZD6738
293A,DYNLRB2,1.21,0.887,0.993,AZD6738
293A,DYNLT3,0.94,0.825,0.994,AZD6738
293A,DYRK1A,-0.2,0.42,1.03,AZD6738
293A,DYRK1B,0.03,0.511,1.02,AZD6738
293A,DYRK2,-0.14,0.444,1.03,AZD6738
293A,DYRK3,-0.34,0.368,1.04,AZD6738
293A,DYRK4,1.49,0.932,0.992,AZD6738
293A,DYSF,1.2,0.885,0.993,AZD6738
293A,DYTN,-0.25,0.401,1.04,AZD6738
293A,DYX1C1,-0.02,0.492,1.02,AZD6738
293A,DZANK1,1.61,0.947,0.995,AZD6738
293A,DZIP1,0.82,0.794,0.993,AZD6738
293A,DZIP1L,0.24,0.595,1.01,AZD6738
293A,DZIP3,0.52,0.697,1.01,AZD6738
293A,E2F1,2.02,0.978,0.997,AZD6738
293A,E2F2,-2.1,0.0177,0.824,AZD6738
293A,E2F3,0.45,0.672,1.01,AZD6738
293A,E2F4,-0.51,0.306,1.04,AZD6738
293A,E2F5,-0.32,0.375,1.04,AZD6738
293A,E2F6,0.76,0.777,0.994,AZD6738
293A,E2F7,1.81,0.965,0.995,AZD6738
293A,E2F8,0.75,0.773,0.994,AZD6738
293A,E4F1,-1.97,0.0245,0.853,AZD6738
293A,EAF1,0.93,0.823,0.993,AZD6738
293A,EAF2,-0.55,0.292,1.05,AZD6738
293A,EAPP,0.08,0.533,1.01,AZD6738
293A,EARS2,-0.92,0.177,1.03,AZD6738
293A,EBAG9,-0.43,0.335,1.04,AZD6738
293A,EBF1,-1.16,0.122,1.01,AZD6738
293A,EBF2,0.16,0.563,1.01,AZD6738
293A,EBF3,-0.02,0.492,1.02,AZD6738
293A,EBF4,0.72,0.764,0.997,AZD6738
293A,EBI3,-0.4,0.343,1.04,AZD6738
293A,EBLN1,0.16,0.565,1.01,AZD6738
293A,EBLN2,1.36,0.913,0.992,AZD6738
293A,EBNA1BP2,-0.91,0.182,1.03,AZD6738
293A,EBP,0.89,0.812,0.993,AZD6738
293A,ECD,-0.9,0.184,1.03,AZD6738
293A,ECE1,0.29,0.616,1.01,AZD6738
293A,ECE2,1.57,0.942,0.994,AZD6738
293A,ECEL1,-1.46,0.0721,0.987,AZD6738
293A,ECH1,0.68,0.752,0.998,AZD6738
293A,ECHDC1,-1.07,0.142,1.01,AZD6738
293A,ECHDC2,-1.58,0.0566,0.963,AZD6738
293A,ECHDC3,-0.03,0.49,1.02,AZD6738
293A,ECHS1,0.44,0.67,1.01,AZD6738
293A,ECI1,-0.13,0.449,1.03,AZD6738
293A,ECI2,-0.02,0.492,1.02,AZD6738
293A,ECM1,-1.23,0.11,1.01,AZD6738
293A,ECM2,-1.03,0.153,1.02,AZD6738
293A,ECSIT,-0.55,0.292,1.05,AZD6738
293A,ECT2,-1.18,0.119,1.02,AZD6738
293A,ECT2L,0.6,0.727,1,AZD6738
293A,EDA,0.53,0.703,1,AZD6738
293A,EDA2R,0.04,0.516,1.02,AZD6738
293A,EDAR,-1.56,0.0595,0.957,AZD6738
293A,EDARADD,0.73,0.767,0.996,AZD6738
293A,EDC3,-1.58,0.0573,0.958,AZD6738
293A,EDC4,-1.86,0.0317,0.904,AZD6738
293A,EDDM3A,-0.02,0.494,1.02,AZD6738
293A,EDEM1,-0.89,0.185,1.03,AZD6738
293A,EDEM2,-0.1,0.458,1.02,AZD6738
293A,EDEM3,0,0.501,1.02,AZD6738
293A,EDF1,-0.42,0.338,1.04,AZD6738
293A,EDIL3,0.54,0.704,1,AZD6738
293A,EDN1,-0.19,0.426,1.03,AZD6738
293A,EDN2,-0.45,0.327,1.04,AZD6738
293A,EDN3,0.52,0.7,1.01,AZD6738
293A,EDNRA,1.2,0.885,0.993,AZD6738
293A,EDNRB,-0.71,0.24,1.03,AZD6738
293A,EEA1,0.47,0.681,1.01,AZD6738
293A,EED,-0.42,0.338,1.04,AZD6738
293A,EEF1A2,0.86,0.806,0.992,AZD6738
293A,EEF1D,0.01,0.503,1.02,AZD6738
293A,EEF1G,-0.6,0.275,1.04,AZD6738
293A,EEF2K,-0.31,0.378,1.04,AZD6738
293A,EEFSEC,0.9,0.816,0.993,AZD6738
293A,EEPD1,1.79,0.964,0.995,AZD6738
293A,EFCAB1,0.79,0.785,0.993,AZD6738
293A,EFCAB10,-1.79,0.0364,0.922,AZD6738
293A,EFCAB11,1.42,0.922,0.991,AZD6738
293A,EFCAB12,-2.41,0.00809,0.674,AZD6738
293A,EFCAB13,0.74,0.769,0.995,AZD6738
293A,EFCAB14,-0.81,0.21,1.03,AZD6738
293A,EFCAB2,0.72,0.763,0.997,AZD6738
293A,EFCAB3,0.69,0.756,0.996,AZD6738
293A,EFCAB4A,-1.68,0.0461,0.965,AZD6738
293A,EFCAB4B,0.12,0.549,1.01,AZD6738
293A,EFCAB5,-0.94,0.174,1.04,AZD6738
293A,EFCAB6,-0.07,0.47,1.02,AZD6738
293A,EFCAB7,-0.24,0.406,1.04,AZD6738
293A,EFCC1,-1.46,0.0723,0.985,AZD6738
293A,EFEMP1,-1.04,0.148,1.02,AZD6738
293A,EFEMP2,0.13,0.553,1.01,AZD6738
293A,EFHB,-0.75,0.225,1.03,AZD6738
293A,EFHC1,0.31,0.621,1.01,AZD6738
293A,EFHC2,-0.18,0.428,1.03,AZD6738
293A,EFHD1,-0.29,0.384,1.04,AZD6738
293A,EFHD2,-0.9,0.184,1.03,AZD6738
293A,EFNA1,0.48,0.686,1.01,AZD6738
293A,EFNA2,-0.6,0.275,1.04,AZD6738
293A,EFNA3,-1.91,0.0281,0.88,AZD6738
293A,EFNA4,-2.36,0.00911,0.7,AZD6738
293A,EFNA5,-0.91,0.181,1.04,AZD6738
293A,EFNB1,0.83,0.798,0.993,AZD6738
293A,EFNB2,0.94,0.825,0.994,AZD6738
293A,EFNB3,-1.55,0.0611,0.959,AZD6738
293A,EFR3A,0.09,0.535,1.01,AZD6738
293A,EFR3B,-0.11,0.456,1.02,AZD6738
293A,EFS,-0.51,0.306,1.04,AZD6738
293A,EFTUD1,4.11,1,1,AZD6738
293A,EFTUD2,-0.32,0.373,1.04,AZD6738
293A,EGF,0.48,0.685,1.01,AZD6738
293A,EGFL6,0.66,0.746,0.998,AZD6738
293A,EGFL7,0.79,0.785,0.994,AZD6738
293A,EGFL8,-0.31,0.38,1.04,AZD6738
293A,EGFLAM,0.72,0.765,0.996,AZD6738
293A,EGFR,2.25,0.988,0.998,AZD6738
293A,EGLN1,0.79,0.786,0.994,AZD6738
293A,EGLN2,0.9,0.816,0.993,AZD6738
293A,EGLN3,-1.08,0.14,1.01,AZD6738
293A,EGR1,0.68,0.753,0.998,AZD6738
293A,EGR2,-0.31,0.378,1.04,AZD6738
293A,EGR3,-0.34,0.367,1.04,AZD6738
293A,EGR4,0.13,0.554,1.01,AZD6738
293A,EHBP1,2.66,0.996,1,AZD6738
293A,EHBP1L1,-1.68,0.0468,0.968,AZD6738
293A,EHD1,-1.02,0.153,1.02,AZD6738
293A,EHD2,0.54,0.704,1,AZD6738
293A,EHD3,-0.84,0.201,1.03,AZD6738
293A,EHD4,0.21,0.582,1.01,AZD6738
293A,EHF,-0.3,0.382,1.04,AZD6738
293A,EHHADH,-0.46,0.323,1.04,AZD6738
293A,EHMT1,-0.17,0.434,1.03,AZD6738
293A,EHMT2,0.82,0.793,0.993,AZD6738
293A,EID1,1.43,0.924,0.991,AZD6738
293A,EID2,0.13,0.553,1.01,AZD6738
293A,EID2B,0.53,0.7,1,AZD6738
293A,EID3,0.99,0.838,0.994,AZD6738
293A,EIF1AD,-2.01,0.0223,0.832,AZD6738
293A,EIF1B,-0.76,0.223,1.03,AZD6738
293A,EIF2A,-0.29,0.384,1.04,AZD6738
293A,EIF2AK1,0.79,0.787,0.994,AZD6738
293A,EIF2AK2,1.5,0.934,0.993,AZD6738
293A,EIF2AK3,-1.35,0.089,1,AZD6738
293A,EIF2AK4,0.54,0.705,1,AZD6738
293A,EIF2B1,1.46,0.928,0.992,AZD6738
293A,EIF2B2,-0.28,0.389,1.04,AZD6738
293A,EIF2B3,-0.16,0.437,1.03,AZD6738
293A,EIF2B4,-0.42,0.337,1.04,AZD6738
293A,EIF2B5,-0.15,0.439,1.03,AZD6738
293A,EIF2D,-1.96,0.025,0.854,AZD6738
293A,EIF3A,-1.44,0.0754,0.998,AZD6738
293A,EIF3B,0.52,0.698,1.01,AZD6738
293A,EIF3D,3.48,1,1,AZD6738
293A,EIF3F,1.77,0.962,0.995,AZD6738
293A,EIF3G,2.21,0.987,0.998,AZD6738
293A,EIF3H,-0.16,0.438,1.03,AZD6738
293A,EIF3I,-0.47,0.318,1.04,AZD6738
293A,EIF3K,2.31,0.99,0.998,AZD6738
293A,EIF3L,-0.24,0.404,1.04,AZD6738
293A,EIF3M,0.06,0.524,1.02,AZD6738
293A,EIF4A1,1.54,0.938,0.993,AZD6738
293A,EIF4A3,0.29,0.614,1.01,AZD6738
293A,EIF4B,0.91,0.817,0.993,AZD6738
293A,EIF4E,0.45,0.673,1.01,AZD6738
293A,EIF4E1B,-1.01,0.157,1.02,AZD6738
293A,EIF4E2,-0.32,0.373,1.04,AZD6738
293A,EIF4E3,0.71,0.76,0.997,AZD6738
293A,EIF4EBP1,-1.47,0.0706,0.985,AZD6738
293A,EIF4EBP2,-2.18,0.0146,0.772,AZD6738
293A,EIF4EBP3,-1.44,0.0745,0.996,AZD6738
293A,EIF4ENIF1,1.16,0.877,0.992,AZD6738
293A,EIF4G1,1.93,0.973,0.996,AZD6738
293A,EIF4G3,-1.03,0.152,1.02,AZD6738
293A,EIF5,0.07,0.529,1.01,AZD6738
293A,EIF5B,0.99,0.838,0.994,AZD6738
293A,EIF6,0.82,0.794,0.993,AZD6738
293A,ELAC1,-1.12,0.131,1.01,AZD6738
293A,ELAC2,0.4,0.657,1.01,AZD6738
293A,ELANE,-0.52,0.301,1.04,AZD6738
293A,ELAVL1,0.36,0.64,1.01,AZD6738
293A,ELAVL2,-2.39,0.00845,0.685,AZD6738
293A,ELAVL3,0.12,0.549,1.01,AZD6738
293A,ELAVL4,-0.16,0.435,1.03,AZD6738
293A,ELF1,-0.29,0.387,1.04,AZD6738
293A,ELF2,1.29,0.902,0.993,AZD6738
293A,ELF3,-2.26,0.0119,0.726,AZD6738
293A,ELF4,-0.08,0.469,1.02,AZD6738
293A,ELF5,-1.5,0.0666,0.977,AZD6738
293A,ELFN1,-1.06,0.145,1.01,AZD6738
293A,ELFN2,-0.06,0.476,1.02,AZD6738
293A,ELK1,-1.62,0.0525,0.972,AZD6738
293A,ELK3,-0.92,0.178,1.04,AZD6738
293A,ELK4,0.49,0.687,1.01,AZD6738
293A,ELL2,1.09,0.863,0.993,AZD6738
293A,ELL3,-0.8,0.213,1.03,AZD6738
293A,ELMO1,0.07,0.529,1.01,AZD6738
293A,ELMO2,-0.28,0.389,1.04,AZD6738
293A,ELMO3,-2.12,0.0171,0.813,AZD6738
293A,ELMOD1,0.75,0.774,0.994,AZD6738
293A,ELMOD3,-0.63,0.266,1.04,AZD6738
293A,ELMSAN1,-0.65,0.257,1.04,AZD6738
293A,ELN,-0.97,0.166,1.03,AZD6738
293A,ELOF1,2.08,0.981,0.998,AZD6738
293A,ELOVL1,0.48,0.684,1.01,AZD6738
293A,ELOVL2,1.32,0.906,0.992,AZD6738
293A,ELOVL3,-0.53,0.298,1.05,AZD6738
293A,ELOVL4,-0.66,0.255,1.03,AZD6738
293A,ELOVL5,0.27,0.606,1.01,AZD6738
293A,ELOVL6,0.62,0.731,1,AZD6738
293A,ELOVL7,0.04,0.516,1.02,AZD6738
293A,ELP2,0.59,0.721,1,AZD6738
293A,ELP3,0.06,0.523,1.02,AZD6738
293A,ELP4,-1.3,0.0976,1.01,AZD6738
293A,ELP5,-0.04,0.485,1.02,AZD6738
293A,ELP6,1.45,0.926,0.992,AZD6738
293A,ELSPBP1,0.25,0.598,1.01,AZD6738
293A,ELTD1,-0.68,0.249,1.04,AZD6738
293A,EMC1,0.11,0.543,1.01,AZD6738
293A,EMC10,-0.55,0.29,1.04,AZD6738
293A,EMC3,1.11,0.866,0.993,AZD6738
293A,EMC4,-1.61,0.0535,0.966,AZD6738
293A,EMC6,1.9,0.971,0.996,AZD6738
293A,EMC7,0.38,0.649,1.01,AZD6738
293A,EMC8,0.55,0.709,1,AZD6738
293A,EMC9,-0.46,0.322,1.04,AZD6738
293A,EMD,-0.26,0.398,1.04,AZD6738
293A,EME1,-0.41,0.34,1.04,AZD6738
293A,EME2,0.18,0.571,1.01,AZD6738
293A,EMID1,-0.59,0.276,1.04,AZD6738
293A,EMILIN1,0.6,0.724,1,AZD6738
293A,EMILIN2,-1.22,0.111,1,AZD6738
293A,EMILIN3,0.57,0.717,1,AZD6738
293A,EML1,0.35,0.636,1.01,AZD6738
293A,EML2,-0.68,0.247,1.04,AZD6738
293A,EML3,-0.17,0.433,1.03,AZD6738
293A,EML4,-0.54,0.294,1.05,AZD6738
293A,EML5,-1.52,0.0645,0.975,AZD6738
293A,EML6,0.43,0.666,1.01,AZD6738
293A,EMP1,-0.24,0.405,1.04,AZD6738
293A,EMP2,-0.67,0.252,1.04,AZD6738
293A,EMP3,-0.79,0.215,1.03,AZD6738
293A,EMR1,0.12,0.546,1.01,AZD6738
293A,EMR2,0.89,0.812,0.993,AZD6738
293A,EMR3,0.15,0.562,1.01,AZD6738
293A,EMX1,0.84,0.798,0.993,AZD6738
