Cell_line,GENE,normZ,p-value,FDR,Treatment
HCT116,MBOAT7,-0.4,0.346,1.02,VE821
HCT116,MBP,-0.26,0.397,1.02,VE821
HCT116,MBTD1,2.19,0.986,0.999,VE821
HCT116,MBTPS1,-0.34,0.365,1.02,VE821
HCT116,MBTPS2,0.71,0.761,0.998,VE821
HCT116,MC1R,-0.23,0.407,1.02,VE821
HCT116,MC2R,0.56,0.713,1,VE821
HCT116,MC3R,0.62,0.733,1,VE821
HCT116,MC4R,0.76,0.777,0.998,VE821
HCT116,MC5R,1.07,0.858,0.994,VE821
HCT116,MCAM,-0.43,0.334,1.02,VE821
HCT116,MCAT,-0.27,0.394,1.02,VE821
HCT116,MCC,0.51,0.694,1,VE821
HCT116,MCCC1,-0.35,0.364,1.02,VE821
HCT116,MCCC2,0.49,0.687,1,VE821
HCT116,MCEE,-0.09,0.463,1.02,VE821
HCT116,MCF2,-2.32,0.0101,0.862,VE821
HCT116,MCF2L,0.51,0.694,1,VE821
HCT116,MCF2L2,0.89,0.812,0.998,VE821
HCT116,MCHR1,0.44,0.669,1,VE821
HCT116,MCHR2,-0.49,0.311,1.03,VE821
HCT116,MCIDAS,-0.76,0.224,1.02,VE821
HCT116,MCL1,-0.64,0.262,1.03,VE821
HCT116,MCM10,1.78,0.962,0.997,VE821
HCT116,MCM2,-1.15,0.126,0.999,VE821
HCT116,MCM3,-0.18,0.427,1.02,VE821
HCT116,MCM3AP,-0.51,0.304,1.03,VE821
HCT116,MCM4,-0.82,0.207,1.02,VE821
HCT116,MCM5,0.85,0.803,0.997,VE821
HCT116,MCM6,-0.6,0.275,1.03,VE821
HCT116,MCM7,-1.74,0.0411,0.966,VE821
HCT116,MCM8,-1.37,0.085,0.991,VE821
HCT116,MCM9,-1.47,0.071,0.992,VE821
HCT116,MCMBP,1.6,0.945,0.996,VE821
HCT116,MCMDC2,1.5,0.934,0.996,VE821
HCT116,MCOLN1,-0.69,0.245,1.03,VE821
HCT116,MCOLN2,1.04,0.851,0.996,VE821
HCT116,MCOLN3,-1.09,0.137,0.997,VE821
HCT116,MCPH1,-0.78,0.217,1.02,VE821
HCT116,MCRS1,-0.24,0.406,1.02,VE821
HCT116,MCTP1,1.53,0.937,0.996,VE821
HCT116,MCTP2,-0.81,0.21,1.02,VE821
HCT116,MCU,0.48,0.685,1,VE821
HCT116,MCUR1,1.27,0.899,0.994,VE821
HCT116,MDC1,-1.67,0.0472,0.958,VE821
HCT116,MDFIC,-0.71,0.239,1.03,VE821
HCT116,MDGA1,0.41,0.658,1.01,VE821
HCT116,MDGA2,-0.44,0.33,1.03,VE821
HCT116,MDH1,2.24,0.987,0.999,VE821
HCT116,MDH1B,-0.54,0.296,1.03,VE821
HCT116,MDH2,1,0.842,0.996,VE821
HCT116,MDK,0.59,0.721,1,VE821
HCT116,MDM1,-1.39,0.0818,0.987,VE821
HCT116,MDM2,1.51,0.934,0.996,VE821
HCT116,MDM4,1.03,0.848,0.996,VE821
HCT116,MDN1,-0.04,0.485,1.01,VE821
HCT116,MDP1,0.26,0.603,1.01,VE821
HCT116,MDS2,-0.72,0.235,1.02,VE821
HCT116,ME1,-1.25,0.105,1,VE821
HCT116,ME2,-1.15,0.125,0.998,VE821
HCT116,ME3,-1.41,0.0787,0.991,VE821
HCT116,MEA1,-0.31,0.379,1.02,VE821
HCT116,MEAF6,-1,0.158,0.997,VE821
HCT116,MECOM,-0.13,0.447,1.02,VE821
HCT116,MECP2,0.79,0.786,0.998,VE821
HCT116,MECR,-1.2,0.116,0.989,VE821
HCT116,MED1,-1.68,0.0467,0.96,VE821
HCT116,MED10,0.29,0.616,1.01,VE821
HCT116,MED11,0.72,0.766,0.998,VE821
HCT116,MED12,0.69,0.754,0.999,VE821
HCT116,MED12L,-0.39,0.349,1.02,VE821
HCT116,MED13,1.31,0.905,0.994,VE821
HCT116,MED13L,0.41,0.657,1.01,VE821
HCT116,MED14,0.21,0.582,1.01,VE821
HCT116,MED15,-0.64,0.263,1.03,VE821
HCT116,MED16,0.47,0.681,1,VE821
HCT116,MED17,-0.3,0.382,1.02,VE821
HCT116,MED18,-0.38,0.352,1.02,VE821
HCT116,MED19,-0.6,0.275,1.03,VE821
HCT116,MED20,-1.29,0.0979,1,VE821
HCT116,MED21,-0.06,0.475,1.02,VE821
HCT116,MED22,-0.14,0.443,1.02,VE821
HCT116,MED23,0.73,0.768,0.999,VE821
HCT116,MED24,0.65,0.742,1,VE821
HCT116,MED25,-1.97,0.0242,0.957,VE821
HCT116,MED26,-1.56,0.0599,0.987,VE821
HCT116,MED28,0.48,0.685,1,VE821
HCT116,MED29,0.11,0.543,1.01,VE821
HCT116,MED4,-1.22,0.111,0.993,VE821
HCT116,MED6,-0.74,0.23,1.02,VE821
HCT116,MED7,0.48,0.683,1,VE821
HCT116,MED8,-2.69,0.00356,0.758,VE821
HCT116,MED9,-1.37,0.0858,0.987,VE821
HCT116,MEDAG,-0.06,0.477,1.01,VE821
HCT116,MEF2A,0.54,0.705,0.999,VE821
HCT116,MEF2B,-0.21,0.416,1.02,VE821
HCT116,MEF2BNB,-0.31,0.377,1.02,VE821
HCT116,MEF2C,0.03,0.513,1.01,VE821
HCT116,MEF2D,-0.73,0.233,1.02,VE821
HCT116,MEFV,1.61,0.946,0.996,VE821
HCT116,MEGF10,1.07,0.858,0.995,VE821
HCT116,MEGF11,0.6,0.726,1,VE821
HCT116,MEGF6,0.75,0.775,0.998,VE821
HCT116,MEGF8,-0.39,0.349,1.02,VE821
HCT116,MEGF9,0.24,0.593,1.01,VE821
HCT116,MEI1,0.89,0.814,0.997,VE821
HCT116,MEIS1,-0.64,0.262,1.03,VE821
HCT116,MEIS2,0.92,0.821,0.997,VE821
HCT116,MEIS3,2.45,0.993,0.999,VE821
HCT116,MELK,0.29,0.613,1.01,VE821
HCT116,MEN1,-1.6,0.0548,0.976,VE821
HCT116,MEOX1,0.97,0.833,0.996,VE821
HCT116,MEOX2,-0.81,0.209,1.02,VE821
HCT116,MEP1A,-1.42,0.0779,0.994,VE821
HCT116,MEP1B,0.56,0.713,1,VE821
HCT116,MEPE,0.41,0.658,1.01,VE821
HCT116,MERTK,-0.91,0.182,1,VE821
HCT116,MESDC1,0.53,0.701,1,VE821
HCT116,MESDC2,-0.39,0.347,1.02,VE821
HCT116,MESP1,-0.85,0.197,1.01,VE821
HCT116,MESP2,0.88,0.811,0.998,VE821
HCT116,MEST,0.78,0.781,0.998,VE821
HCT116,MET,-0.61,0.27,1.03,VE821
HCT116,METAP1,1.72,0.957,0.996,VE821
HCT116,METAP1D,0.25,0.599,1.01,VE821
HCT116,METAP2,-0.04,0.482,1.01,VE821
HCT116,METRN,-1.27,0.101,1,VE821
HCT116,METRNL,-0.5,0.309,1.03,VE821
HCT116,METTL1,1.29,0.901,0.993,VE821
HCT116,METTL11B,0.63,0.735,1,VE821
HCT116,METTL12,-0.32,0.375,1.02,VE821
HCT116,METTL13,0.22,0.585,1.01,VE821
HCT116,METTL14,0.37,0.643,1.01,VE821
HCT116,METTL16,-1.96,0.025,0.948,VE821
HCT116,METTL17,0.88,0.81,0.998,VE821
HCT116,METTL18,1.29,0.902,0.994,VE821
HCT116,METTL20,-1.18,0.118,0.995,VE821
HCT116,METTL21A,1.4,0.92,0.995,VE821
HCT116,METTL21B,-2.61,0.0045,0.738,VE821
HCT116,METTL21C,-0.79,0.214,1.02,VE821
HCT116,METTL22,-1.53,0.0633,0.978,VE821
HCT116,METTL23,-1.14,0.127,0.998,VE821
HCT116,METTL24,-0.34,0.367,1.02,VE821
HCT116,METTL25,-0.96,0.168,1.01,VE821
HCT116,METTL3,0.44,0.67,1,VE821
HCT116,METTL6,0.08,0.53,1.01,VE821
HCT116,METTL7A,-0.72,0.237,1.02,VE821
HCT116,METTL7B,0.27,0.605,1.01,VE821
HCT116,METTL8,-1.05,0.146,0.995,VE821
HCT116,METTL9,0.34,0.632,1.01,VE821
HCT116,MEX3A,-1.68,0.0461,0.963,VE821
HCT116,MEX3B,0.56,0.714,0.999,VE821
HCT116,MEX3D,-0.51,0.305,1.03,VE821
HCT116,MFAP1,-0.84,0.2,1.01,VE821
HCT116,MFAP2,-0.67,0.25,1.03,VE821
HCT116,MFAP3,-0.3,0.381,1.02,VE821
HCT116,MFAP3L,1.5,0.933,0.995,VE821
HCT116,MFAP4,0.02,0.507,1.01,VE821
HCT116,MFAP5,0.27,0.605,1.01,VE821
HCT116,MFF,-0.02,0.491,1.01,VE821
HCT116,MFGE8,1.55,0.939,0.996,VE821
HCT116,MFHAS1,0.1,0.538,1.01,VE821
HCT116,MFI2,-0.16,0.437,1.02,VE821
HCT116,MFN2,0.25,0.6,1.01,VE821
HCT116,MFNG,0.45,0.675,1,VE821
HCT116,MFRP,0.46,0.678,1,VE821
HCT116,MFSD1,-0.09,0.463,1.02,VE821
HCT116,MFSD10,-0.24,0.407,1.02,VE821
HCT116,MFSD11,-0.59,0.277,1.03,VE821
HCT116,MFSD12,2.45,0.993,0.999,VE821
HCT116,MFSD2A,-0.3,0.381,1.02,VE821
HCT116,MFSD2B,0.14,0.555,1.01,VE821
HCT116,MFSD3,0.03,0.512,1.01,VE821
HCT116,MFSD4,-1.41,0.0797,0.986,VE821
HCT116,MFSD5,-1.1,0.137,0.996,VE821
HCT116,MFSD6,1.02,0.846,0.996,VE821
HCT116,MFSD6L,-0.62,0.269,1.03,VE821
HCT116,MFSD7,-0.72,0.236,1.02,VE821
HCT116,MFSD8,-1.01,0.155,0.996,VE821
HCT116,MFSD9,0.19,0.576,1.01,VE821
HCT116,MGA,0.84,0.799,0.999,VE821
HCT116,MGAM,1.13,0.871,0.993,VE821
HCT116,MGARP,-0.61,0.27,1.03,VE821
HCT116,MGAT1,-1.08,0.14,1,VE821
HCT116,MGAT2,-2.71,0.00341,0.746,VE821
HCT116,MGAT3,1.72,0.957,0.997,VE821
HCT116,MGAT4A,-2.39,0.00834,0.845,VE821
HCT116,MGAT4B,0.35,0.636,1.01,VE821
HCT116,MGAT4C,1.6,0.945,0.996,VE821
HCT116,MGAT5,0.22,0.585,1.01,VE821
HCT116,MGAT5B,-1.2,0.115,0.99,VE821
HCT116,MGEA5,-0.62,0.267,1.03,VE821
HCT116,MGLL,-0.27,0.393,1.02,VE821
HCT116,MGME1,-1.17,0.121,0.994,VE821
HCT116,MGMT,0.62,0.731,1,VE821
HCT116,MGP,-1.89,0.0294,0.948,VE821
HCT116,MGRN1,-0.09,0.463,1.02,VE821
HCT116,MGST1,-0.53,0.297,1.03,VE821
HCT116,MGST2,0.13,0.552,1.01,VE821
HCT116,MGST3,-0.31,0.377,1.02,VE821
HCT116,MIA,1.41,0.92,0.995,VE821
HCT116,MIA2,0.75,0.772,0.998,VE821
HCT116,MIA3,0.36,0.641,1.01,VE821
HCT116,MIB1,-0.67,0.25,1.03,VE821
HCT116,MIB2,-1.43,0.0758,0.997,VE821
HCT116,MICAL1,0.7,0.759,0.999,VE821
HCT116,MICAL2,0.93,0.824,0.997,VE821
HCT116,MICAL3,0.75,0.775,0.998,VE821
HCT116,MICALCL,0.45,0.673,1,VE821
HCT116,MICALL1,1.64,0.95,0.996,VE821
HCT116,MICALL2,-1.96,0.0248,0.958,VE821
HCT116,MICU1,0.15,0.558,1.01,VE821
HCT116,MICU2,1.12,0.868,0.993,VE821
HCT116,MICU3,-1.32,0.0934,0.995,VE821
HCT116,MID1,-0.7,0.241,1.02,VE821
HCT116,MID1IP1,0.68,0.752,0.999,VE821
HCT116,MID2,0.65,0.742,1,VE821
HCT116,MIDN,-0.7,0.241,1.03,VE821
HCT116,MIEN1,0.34,0.635,1.01,VE821
HCT116,MIER1,0.67,0.747,0.999,VE821
HCT116,MIER2,3.03,0.999,1,VE821
HCT116,MIER3,-1.05,0.147,0.995,VE821
HCT116,MIF,0.71,0.761,0.998,VE821
HCT116,MIF4GD,-0.13,0.448,1.02,VE821
HCT116,MIIP,-0.17,0.431,1.02,VE821
HCT116,MINA,-0.24,0.404,1.02,VE821
HCT116,MINK1,0.11,0.544,1.01,VE821
HCT116,MINPP1,-0.21,0.416,1.02,VE821
HCT116,MIOS,1.25,0.895,0.994,VE821
HCT116,MIOX,0.21,0.582,1.01,VE821
HCT116,MIP,-0.59,0.278,1.03,VE821
HCT116,MIPEP,0.31,0.623,1.01,VE821
HCT116,MIPOL1,0.15,0.558,1.01,VE821
HCT116,MIS18BP1,0.3,0.619,1.01,VE821
HCT116,MITD1,-1.04,0.148,0.995,VE821
HCT116,MITF,-0.91,0.18,1,VE821
HCT116,MIXL1,-0.28,0.39,1.02,VE821
HCT116,MKI67,-1.85,0.0324,0.952,VE821
HCT116,MKKS,-1.35,0.0887,0.984,VE821
HCT116,MKL1,-0.89,0.186,1,VE821
HCT116,MKL2,0.45,0.674,1,VE821
HCT116,MKLN1,-1.26,0.104,1,VE821
HCT116,MKNK1,0.01,0.506,1.01,VE821
HCT116,MKNK2,-0.99,0.161,1,VE821
HCT116,MKRN2,-0.29,0.384,1.02,VE821
HCT116,MKRN3,-2.04,0.0208,0.945,VE821
HCT116,MKS1,0.63,0.735,1,VE821
HCT116,MKX,0.64,0.74,1,VE821
HCT116,MLANA,-1.07,0.143,0.994,VE821
HCT116,MLC1,-0.31,0.38,1.02,VE821
HCT116,MLEC,-0.73,0.233,1.02,VE821
HCT116,MLF1,1.29,0.901,0.994,VE821
HCT116,MLF2,-0.49,0.311,1.03,VE821
HCT116,MLH1,0.13,0.55,1.01,VE821
HCT116,MLH3,-1.65,0.0499,0.964,VE821
HCT116,MLIP,0.44,0.67,1,VE821
HCT116,MLKL,0.81,0.791,0.999,VE821
HCT116,MLLT1,-0.34,0.365,1.02,VE821
HCT116,MLLT10,2.21,0.986,0.999,VE821
HCT116,MLLT11,-0.43,0.334,1.02,VE821
HCT116,MLLT3,0.45,0.673,1,VE821
HCT116,MLLT4,-0.37,0.357,1.02,VE821
HCT116,MLLT6,0.17,0.568,1.01,VE821
HCT116,MLN,0.13,0.55,1.01,VE821
HCT116,MLNR,-0.16,0.436,1.02,VE821
HCT116,MLPH,0.91,0.819,0.997,VE821
HCT116,MLST8,1.47,0.93,0.996,VE821
HCT116,MLX,-0.07,0.471,1.01,VE821
HCT116,MLXIP,-1.07,0.143,0.994,VE821
HCT116,MLXIPL,0.79,0.784,0.998,VE821
HCT116,MLYCD,-1.17,0.121,0.994,VE821
HCT116,MMAA,0.25,0.598,1.01,VE821
HCT116,MMAB,-1.59,0.0556,0.974,VE821
HCT116,MMACHC,-1.14,0.128,0.995,VE821
HCT116,MMD,-0.47,0.321,1.02,VE821
HCT116,MMD2,0.17,0.566,1.01,VE821
HCT116,MME,-0.79,0.215,1.02,VE821
HCT116,MMEL1,0.63,0.736,1,VE821
HCT116,MMGT1,1.05,0.852,0.995,VE821
HCT116,MMP1,1.03,0.849,0.996,VE821
HCT116,MMP10,1.64,0.949,0.996,VE821
HCT116,MMP11,-1.37,0.0855,0.988,VE821
HCT116,MMP13,-1.28,0.1,1,VE821
HCT116,MMP14,-1.89,0.0297,0.947,VE821
HCT116,MMP15,-1,0.16,1,VE821
HCT116,MMP16,-0.89,0.187,1,VE821
HCT116,MMP17,0.52,0.698,1,VE821
HCT116,MMP19,-1.13,0.129,0.998,VE821
HCT116,MMP2,-1.01,0.157,0.997,VE821
HCT116,MMP21,0.08,0.531,1.01,VE821
HCT116,MMP23B,-0.54,0.294,1.03,VE821
HCT116,MMP24,0.3,0.62,1.01,VE821
HCT116,MMP25,-0.63,0.265,1.03,VE821
HCT116,MMP26,-0.51,0.306,1.03,VE821
HCT116,MMP27,-1.07,0.142,0.996,VE821
HCT116,MMP28,1.31,0.905,0.993,VE821
HCT116,MMP3,0.32,0.625,1.01,VE821
HCT116,MMP7,-0.09,0.466,1.02,VE821
HCT116,MMP8,-0.78,0.218,1.02,VE821
HCT116,MMP9,-0.33,0.369,1.02,VE821
HCT116,MMRN1,-0.08,0.47,1.01,VE821
HCT116,MMRN2,-2.73,0.00315,0.728,VE821
HCT116,MMS19,0.4,0.656,1.01,VE821
HCT116,MMS22L,0.59,0.722,1,VE821
HCT116,MN1,-1.12,0.131,0.996,VE821
HCT116,MNAT1,0.5,0.692,1,VE821
HCT116,MND1,-2.13,0.0166,0.916,VE821
HCT116,MNDA,-0.45,0.327,1.03,VE821
HCT116,MNS1,0.34,0.633,1.01,VE821
HCT116,MNT,-2.09,0.0185,0.914,VE821
HCT116,MNX1,-0.26,0.398,1.02,VE821
HCT116,MOAP1,1.91,0.972,0.998,VE821
HCT116,MOB1B,-0.39,0.348,1.02,VE821
HCT116,MOB2,0.06,0.523,1.01,VE821
HCT116,MOB3A,-1.39,0.0829,0.987,VE821
HCT116,MOB3B,0.67,0.748,0.999,VE821
HCT116,MOB3C,0.45,0.673,1,VE821
HCT116,MOBP,-1.42,0.0776,0.994,VE821
HCT116,MOCOS,0.49,0.688,1,VE821
HCT116,MOCS1,0.97,0.835,0.996,VE821
HCT116,MOCS2,-0.73,0.233,1.02,VE821
HCT116,MOCS3,-1.72,0.0429,0.961,VE821
HCT116,MOG,0.1,0.541,1.01,VE821
HCT116,MOGAT1,1.39,0.917,0.995,VE821
HCT116,MOGAT2,-0.11,0.458,1.02,VE821
HCT116,MOGAT3,-0.31,0.379,1.02,VE821
HCT116,MOGS,-0.02,0.493,1.01,VE821
HCT116,MOK,0.47,0.68,1,VE821
HCT116,MON1A,-2.12,0.0172,0.918,VE821
HCT116,MON1B,0.89,0.813,0.998,VE821
HCT116,MON2,-0.39,0.349,1.02,VE821
HCT116,MORC1,-0.08,0.468,1.02,VE821
HCT116,MORC2,-1.99,0.0234,0.95,VE821
HCT116,MORC3,-0.43,0.333,1.03,VE821
HCT116,MORC4,0.28,0.609,1.01,VE821
HCT116,MORF4L1,-0.45,0.327,1.03,VE821
HCT116,MORF4L2,-0.41,0.339,1.02,VE821
HCT116,MORN1,1.19,0.884,0.995,VE821
HCT116,MORN2,-1.34,0.09,0.989,VE821
HCT116,MORN3,-1.23,0.109,0.993,VE821
HCT116,MORN4,-0.7,0.243,1.03,VE821
HCT116,MORN5,-2.03,0.0211,0.949,VE821
HCT116,MOS,1.6,0.945,0.996,VE821
HCT116,MOSPD1,-0.09,0.463,1.02,VE821
HCT116,MOSPD2,-1.69,0.0457,0.962,VE821
HCT116,MOSPD3,0.4,0.657,1.01,VE821
HCT116,MOV10,-1.05,0.146,0.994,VE821
HCT116,MOV10L1,0.25,0.597,1.01,VE821
HCT116,MOXD1,0.06,0.524,1.01,VE821
HCT116,MPC1,1.93,0.973,0.998,VE821
HCT116,MPC2,1.23,0.891,0.995,VE821
HCT116,MPDU1,2.17,0.985,0.999,VE821
HCT116,MPDZ,0.3,0.619,1.01,VE821
HCT116,MPEG1,0.33,0.629,1.01,VE821
HCT116,MPG,0.34,0.635,1.01,VE821
HCT116,MPHOSPH10,0.78,0.782,0.998,VE821
HCT116,MPHOSPH8,-1.35,0.0882,0.983,VE821
HCT116,MPHOSPH9,-0.48,0.315,1.02,VE821
HCT116,MPI,-0.08,0.467,1.02,VE821
HCT116,MPL,-1.13,0.13,0.997,VE821
HCT116,MPLKIP,1.42,0.922,0.995,VE821
HCT116,MPND,0.5,0.691,1,VE821
HCT116,MPO,2.04,0.979,0.998,VE821
HCT116,MPP1,-0.24,0.404,1.02,VE821
HCT116,MPP2,0.62,0.734,1,VE821
HCT116,MPP3,1.34,0.91,0.994,VE821
HCT116,MPP4,0.17,0.568,1.01,VE821
HCT116,MPP5,-0.8,0.211,1.02,VE821
HCT116,MPP6,-0.07,0.474,1.01,VE821
HCT116,MPP7,1.12,0.869,0.993,VE821
HCT116,MPPE1,-0.08,0.468,1.02,VE821
HCT116,MPPED1,1.53,0.937,0.996,VE821
HCT116,MPPED2,-0.21,0.418,1.02,VE821
HCT116,MPRIP,-1.87,0.031,0.942,VE821
HCT116,MPST,2.01,0.978,0.998,VE821
HCT116,MPV17,-0.53,0.299,1.03,VE821
HCT116,MPV17L,1.47,0.929,0.995,VE821
HCT116,MPV17L2,2.16,0.985,0.999,VE821
HCT116,MPZ,0.7,0.757,0.999,VE821
HCT116,MPZL1,-1.43,0.0762,0.995,VE821
HCT116,MPZL2,-2.13,0.0164,0.923,VE821
HCT116,MPZL3,0.97,0.834,0.996,VE821
HCT116,MR1,0.43,0.667,1,VE821
HCT116,MRAP,-2.27,0.0117,0.889,VE821
HCT116,MRAP2,-0.48,0.315,1.02,VE821
HCT116,MRAS,0.26,0.602,1.01,VE821
HCT116,MRC2,0.42,0.662,1.01,VE821
HCT116,MRE11A,-0.34,0.368,1.02,VE821
HCT116,MREG,-0.04,0.484,1.01,VE821
HCT116,MRFAP1,-1.63,0.0521,0.98,VE821
HCT116,MRFAP1L1,-0.2,0.42,1.02,VE821
HCT116,MRGBP,1.25,0.893,0.994,VE821
HCT116,MRGPRD,-0.57,0.286,1.03,VE821
HCT116,MRGPRE,-0.19,0.424,1.02,VE821
HCT116,MRGPRF,0.87,0.807,0.998,VE821
HCT116,MRGPRG,-0.2,0.422,1.02,VE821
HCT116,MRGPRX1,1.31,0.904,0.994,VE821
HCT116,MRGPRX2,-0.56,0.287,1.03,VE821
HCT116,MRI1,0.97,0.833,0.996,VE821
HCT116,MRM1,0.71,0.761,0.998,VE821
HCT116,MRO,1.05,0.853,0.995,VE821
HCT116,MROH1,-0.62,0.268,1.03,VE821
HCT116,MROH2A,0.57,0.716,0.999,VE821
HCT116,MROH2B,-0.55,0.291,1.03,VE821
HCT116,MROH6,-0.32,0.374,1.02,VE821
HCT116,MROH7,-0.33,0.372,1.02,VE821
HCT116,MROH9,1.02,0.845,0.996,VE821
HCT116,MRP63,2.83,0.998,1,VE821
HCT116,MRPL1,0.71,0.76,0.998,VE821
HCT116,MRPL10,1.69,0.955,0.997,VE821
HCT116,MRPL12,0.45,0.672,1,VE821
HCT116,MRPL13,1.69,0.955,0.997,VE821
HCT116,MRPL14,0.49,0.687,1,VE821
HCT116,MRPL15,1.15,0.875,0.994,VE821
HCT116,MRPL16,-0.43,0.333,1.03,VE821
HCT116,MRPL17,-0.14,0.446,1.02,VE821
HCT116,MRPL18,-0.6,0.274,1.03,VE821
HCT116,MRPL19,1.18,0.881,0.995,VE821
HCT116,MRPL2,0.68,0.753,0.998,VE821
HCT116,MRPL20,1.09,0.861,0.994,VE821
HCT116,MRPL21,1.74,0.959,0.997,VE821
HCT116,MRPL22,0.69,0.756,0.999,VE821
HCT116,MRPL23,0.36,0.64,1.01,VE821
HCT116,MRPL24,0.04,0.515,1.01,VE821
HCT116,MRPL27,0.42,0.664,1.01,VE821
HCT116,MRPL28,0.76,0.777,0.999,VE821
HCT116,MRPL3,0.68,0.753,0.998,VE821
HCT116,MRPL32,0.24,0.595,1.01,VE821
HCT116,MRPL33,1.7,0.956,0.997,VE821
HCT116,MRPL34,0.4,0.656,1.01,VE821
HCT116,MRPL37,0.79,0.784,0.998,VE821
HCT116,MRPL38,1.47,0.929,0.995,VE821
HCT116,MRPL39,0.06,0.524,1.01,VE821
HCT116,MRPL4,1.16,0.877,0.993,VE821
HCT116,MRPL40,-0.14,0.443,1.02,VE821
HCT116,MRPL41,2.45,0.993,0.999,VE821
HCT116,MRPL42,-0.87,0.192,1.01,VE821
HCT116,MRPL43,0.28,0.61,1.01,VE821
HCT116,MRPL44,2.6,0.995,1,VE821
HCT116,MRPL45,3.61,1,1,VE821
HCT116,MRPL46,-1.07,0.143,0.994,VE821
HCT116,MRPL47,0.26,0.603,1.01,VE821
HCT116,MRPL49,-0.45,0.328,1.02,VE821
HCT116,MRPL50,0.35,0.638,1.01,VE821
HCT116,MRPL51,-0.04,0.485,1.01,VE821
HCT116,MRPL52,0.13,0.553,1.01,VE821
HCT116,MRPL53,0.45,0.675,1,VE821
HCT116,MRPL54,0.33,0.63,1.01,VE821
HCT116,MRPL55,-0.05,0.481,1.01,VE821
HCT116,MRPL9,1.49,0.933,0.995,VE821
HCT116,MRPS11,1.94,0.974,0.998,VE821
HCT116,MRPS12,0.37,0.645,1.01,VE821
HCT116,MRPS14,1.88,0.97,0.998,VE821
HCT116,MRPS15,1.4,0.919,0.995,VE821
HCT116,MRPS16,-0.1,0.462,1.02,VE821
HCT116,MRPS17,0.46,0.676,1,VE821
HCT116,MRPS18A,-0.48,0.315,1.02,VE821
HCT116,MRPS18B,0.91,0.819,0.997,VE821
HCT116,MRPS18C,-0.68,0.247,1.03,VE821
HCT116,MRPS2,-0.17,0.432,1.02,VE821
HCT116,MRPS22,1.15,0.875,0.994,VE821
HCT116,MRPS23,-1.12,0.132,0.998,VE821
HCT116,MRPS24,1.03,0.848,0.996,VE821
HCT116,MRPS25,0.82,0.795,0.999,VE821
HCT116,MRPS26,1.59,0.944,0.996,VE821
HCT116,MRPS27,1.78,0.962,0.997,VE821
HCT116,MRPS28,-1.94,0.0264,0.942,VE821
HCT116,MRPS30,1.7,0.956,0.997,VE821
HCT116,MRPS31,0.44,0.669,1,VE821
HCT116,MRPS34,0.96,0.832,0.996,VE821
HCT116,MRPS35,-2.23,0.0127,0.899,VE821
HCT116,MRPS5,2.04,0.979,0.998,VE821
HCT116,MRPS7,1.83,0.966,0.997,VE821
HCT116,MRPS9,-0.69,0.247,1.03,VE821
HCT116,MRS2,-0.64,0.26,1.03,VE821
HCT116,MRTO4,-0.37,0.354,1.02,VE821
HCT116,MRVI1,0.21,0.583,1.01,VE821
HCT116,MS4A10,0.28,0.609,1.01,VE821
HCT116,MS4A12,0.44,0.671,1,VE821
HCT116,MS4A14,-0.86,0.195,1.01,VE821
HCT116,MS4A15,-0.52,0.302,1.03,VE821
HCT116,MS4A2,0.02,0.507,1.01,VE821
HCT116,MS4A3,0.46,0.677,1,VE821
HCT116,MS4A4A,0.16,0.562,1.01,VE821
HCT116,MS4A6A,1.67,0.952,0.996,VE821
HCT116,MS4A6E,-1.36,0.087,0.983,VE821
HCT116,MS4A8,0.65,0.743,0.999,VE821
HCT116,MSANTD1,1.75,0.96,0.997,VE821
HCT116,MSANTD2,0.28,0.611,1.01,VE821
HCT116,MSANTD4,0.04,0.516,1.01,VE821
HCT116,MSC,1.47,0.929,0.995,VE821
HCT116,MSGN1,0.66,0.745,1,VE821
HCT116,MSH2,-0.55,0.29,1.03,VE821
HCT116,MSH3,-0.21,0.419,1.02,VE821
HCT116,MSH4,-1.31,0.0949,0.994,VE821
HCT116,MSH5,-0.79,0.214,1.02,VE821
HCT116,MSH6,-0.17,0.433,1.02,VE821
HCT116,MSI1,0.58,0.72,1,VE821
HCT116,MSI2,-1.36,0.0874,0.982,VE821
HCT116,MSL1,0.63,0.737,1,VE821
HCT116,MSL2,-1.54,0.062,0.981,VE821
HCT116,MSL3,0.72,0.764,0.997,VE821
HCT116,MSLN,-0.12,0.453,1.02,VE821
HCT116,MSMB,0.21,0.584,1.01,VE821
HCT116,MSN,-0.04,0.485,1.01,VE821
HCT116,MSR1,0.22,0.587,1.01,VE821
HCT116,MSRA,1.33,0.909,0.994,VE821
HCT116,MSRB1,-0.75,0.228,1.02,VE821
HCT116,MSRB2,-2.04,0.0205,0.946,VE821
HCT116,MSRB3,0.09,0.536,1.01,VE821
HCT116,MSS51,-0.47,0.32,1.02,VE821
HCT116,MST1R,-3,0.00137,0.606,VE821
HCT116,MSTN,-0.57,0.285,1.03,VE821
HCT116,MSX1,-0.12,0.453,1.02,VE821
HCT116,MSX2,1.61,9.46E-01,0.996,VE821
HCT116,MT3,0.35,0.637,1.01,VE821
HCT116,MTA1,0.17,0.568,1.01,VE821
HCT116,MTA2,-1.89,0.0293,0.952,VE821
HCT116,MTA3,-0.33,0.371,1.02,VE821
HCT116,MTAP,-0.23,0.409,1.02,VE821
